P1,P2,Pi,C1,C2,Ci
9152,1239,64,9152,1239,65
9099,9953,64,9099,9953,65
1892,9433,64,1892,9433,65
4031,8927,64,4031,8927,65
6639,1239,64,6639,1239,65
4004,1216,64,4004,1216,65
9117,1278,64,9117,1278,65
6606,8973,64,6606,8973,65
9117,9960,64,9117,9960,65
9512,1278,64,9512,1278,65
9167,1278,64,9167,1278,65
9150,5059,64,9150,5059,65
9167,1259,64,9167,1259,65
6606,9953,64,6606,9953,65
3983,1259,64,3983,1259,65
2186,8936,64,2186,8936,65
9152,9960,64,9152,9960,65
9099,9433,64,9099,9433,65
9099,5059,64,9099,5059,65
9178,8927,64,9178,8927,65
8068,1278,64,8068,1278,65
6639,5059,64,6639,5059,65
2186,1278,64,2186,1278,65
8874,9433,64,8874,9433,65
9152,9925,64,9152,9925,65
6663,5059,64,6663,5059,65
9099,8927,64,9099,8927,65
9152,9953,64,9152,9953,65
9152,9433,64,9152,9433,65
6663,9953,64,6663,9953,65
9646,7635,64,9646,7635,65
8775,9953,64,8775,9953,65
727,9433,64,727,9433,65
9152,9292,64,9152,9292,65
9512,9433,64,9512,9433,65
9152,6973,64,9152,6973,65
8775,9925,64,8775,9925,65
8890,9953,64,8890,9953,65
6606,9498,64,6606,9498,65
6663,9433,64,6663,9433,65
4031,1216,64,4031,1216,65
6663,2582,64,6663,2582,65
6663,9960,64,6663,9960,65
1892,1278,64,1892,1278,65
6639,1256,64,6639,1256,65
4031,9960,64,4031,9960,65
9152,9458,64,9152,9458,65
9512,8936,64,9512,8936,65
4031,9953,64,4031,9953,65
9167,2582,64,9167,2582,65
9152,1256,64,9152,1256,65
9167,1239,64,9167,1239,65
750,9960,64,750,9960,65
6639,8973,64,6639,8973,65
9117,9498,64,9117,9498,65
9518,1278,64,9518,1278,65
6663,8927,64,6663,8927,65
9167,8927,64,9167,8927,65
8068,8936,64,8068,8936,65
9150,9438,64,9150,9438,65
9167,9433,64,9167,9433,65
4004,5059,64,4004,5059,65
9150,9925,64,9150,9925,65
9167,9292,64,9167,9292,65
8068,8927,64,8068,8927,65
9178,9953,64,9178,9953,65
4004,9953,64,4004,9953,65
9152,2582,64,9152,2582,65
9646,1256,64,9646,1256,65
6606,8995,64,6606,8995,65
9646,8927,64,9646,8927,65
8273,8995,64,8273,8995,65
6606,1216,64,6606,1216,65
2186,9433,64,2186,9433,65
9152,1216,64,9152,1216,65
727,8927,64,727,8927,65
9269,3411,64,9269,3411,65
788,9960,64,788,9960,65
750,9433,64,750,9433,65
9167,9953,64,9167,9953,65
2616,9492,64,2616,9492,65
4004,9433,64,4004,9433,65
9117,9925,64,9117,9925,65
468,9292,64,468,9292,65
6663,9492,64,6663,9492,65
2186,5059,64,2186,5059,65
9150,9433,64,9150,9433,65
9117,8927,64,9117,8927,65
4004,1278,64,4004,1278,65
9150,2559,64,9150,2559,65
6639,8927,64,6639,8927,65
9150,120,64,9150,120,65
9650,1278,64,9650,1278,65
9117,9953,64,9117,9953,65
2045,9498,64,2045,9498,65
2045,8927,64,2045,8927,65
9167,1256,64,9167,1256,65
3983,9433,64,3983,9433,65
2616,3411,64,2616,3411,65
2616,1239,64,2616,1239,65
9152,6766,64,9152,6766,65
2616,8927,64,2616,8927,65
6606,120,64,6606,120,65
8068,9953,64,8068,9953,65
2179,9433,64,2179,9433,65
9167,5059,64,9167,5059,65
9099,9960,64,9099,9960,65
8068,9960,64,8068,9960,65
4031,1278,64,4031,1278,65
6663,9292,64,6663,9292,65
4004,9960,64,4004,9960,65
9150,8927,64,9150,8927,65
9650,8927,64,9650,8927,65
8874,5059,64,8874,5059,65
5441,1278,64,5441,1278,65
6663,1259,64,6663,1259,65
6606,9925,64,6606,9925,65
9518,5059,64,9518,5059,65
8890,1278,64,8890,1278,65
2186,8927,64,2186,8927,65
9150,9960,64,9150,9960,65
9099,1216,64,9099,1216,65
9150,9953,64,9150,9953,65
6639,9953,64,6639,9953,65
6606,1239,64,6606,1239,65
6606,8927,64,6606,8927,65
9152,120,64,9152,120,65
9150,9498,64,9150,9498,65
750,8936,64,750,8936,65
4031,2559,64,4031,2559,65
9178,5059,64,9178,5059,65
9269,1256,64,9269,1256,65
468,1278,64,468,1278,65
468,9433,64,468,9433,65
9150,1278,64,9150,1278,65
727,9492,64,727,9492,65
9152,8995,64,9152,8995,65
468,9498,64,468,9498,65
9152,8973,64,9152,8973,65
9167,9498,64,9167,9498,65
8874,8927,64,8874,8927,65
6334,9433,64,6334,9433,65
9150,8995,64,9150,8995,65
9512,8927,64,9512,8927,65
6639,120,64,6639,120,65
6639,9925,64,6639,9925,65
9152,9492,64,9152,9492,65
468,8927,64,468,8927,65
2616,1256,64,2616,1256,65
6606,1278,64,6606,1278,65
6334,5059,64,6334,5059,65
9152,480,64,9152,480,65
9518,8927,64,9518,8927,65
2186,9960,64,2186,9960,65
9152,7635,64,9152,7635,65
6639,8995,64,6639,8995,65
9152,8936,64,9152,8936,65
8775,8927,64,8775,8927,65
9152,8927,64,9152,8927,65
9117,5059,64,9117,5059,65
1892,8927,64,1892,8927,65
7699,1256,64,7699,1256,65
9152,9498,64,9152,9498,65
468,9953,64,468,9953,65
6663,1278,64,6663,1278,65
9167,3732,64,9167,3732,65
2045,9925,64,2045,9925,65
6606,5059,64,6606,5059,65
750,1278,64,750,1278,65
9117,1216,64,9117,1216,65
468,9492,64,468,9492,65
9152,2359,64,9152,2359,65
9518,9433,64,9518,9433,65
2179,8927,64,2179,8927,65
9167,9492,64,9167,9492,65
9152,8810,65,9152,8810,66
9099,1278,65,9099,1278,66
6663,8936,65,6663,8936,66
727,5059,65,727,5059,66
4004,8927,65,4004,8927,66
9152,3411,65,9152,3411,66
9650,9433,65,9650,9433,66
9650,1259,65,9650,1259,66
4004,9498,65,4004,9498,66
4031,8936,65,4031,8936,66
2186,1259,65,2186,1259,66
9152,5059,65,9152,5059,66
9152,9438,65,9152,9438,66
4031,9433,65,4031,9433,66
8068,9433,65,8068,9433,66
9117,8995,65,9117,8995,66
6334,8927,65,6334,8927,66
9152,1278,65,9152,1278,66
9167,5428,65,9167,5428,66
9650,9292,65,9650,9292,66
9150,1216,65,9150,1216,66
6663,7855,65,6663,7855,66
9152,1239,65,9152,1239,66
9099,9953,65,9099,9953,66
1892,9433,65,1892,9433,66
4031,8927,65,4031,8927,66
6639,1239,65,6639,1239,66
4004,1216,65,4004,1216,66
9117,1278,65,9117,1278,66
6606,8973,65,6606,8973,66
9117,9960,65,9117,9960,66
9512,1278,65,9512,1278,66
9167,1278,65,9167,1278,66
9150,5059,65,9150,5059,66
9167,1259,65,9167,1259,66
6606,9953,65,6606,9953,66
3983,1259,65,3983,1259,66
2186,8936,65,2186,8936,66
9152,9960,65,9152,9960,66
9099,9433,65,9099,9433,66
9099,5059,65,9099,5059,66
9178,8927,65,9178,8927,66
2179,8927,65,2179,8927,66
8068,1278,65,8068,1278,66
6639,5059,65,6639,5059,66
2186,1278,65,2186,1278,66
8874,9433,65,8874,9433,66
9152,9925,65,9152,9925,66
6663,5059,65,6663,5059,66
9099,8927,65,9099,8927,66
9152,9953,65,9152,9953,66
9152,9433,65,9152,9433,66
6663,9953,65,6663,9953,66
9646,7635,65,9646,7635,66
8775,9953,65,8775,9953,66
727,9433,65,727,9433,66
9152,9292,65,9152,9292,66
9512,9433,65,9512,9433,66
9152,6973,65,9152,6973,66
8775,9925,65,8775,9925,66
8890,9953,65,8890,9953,66
6606,9498,65,6606,9498,66
6663,9433,65,6663,9433,66
4031,1216,65,4031,1216,66
9650,43,65,9650,43,66
6663,2582,65,6663,2582,66
6663,9960,65,6663,9960,66
1892,1278,65,1892,1278,66
6639,1256,65,6639,1256,66
4031,9960,65,4031,9960,66
9152,9458,65,9152,9458,66
9512,8936,65,9512,8936,66
4031,9953,65,4031,9953,66
9167,2582,65,9167,2582,66
9152,1256,65,9152,1256,66
9167,1239,65,9167,1239,66
750,9960,65,750,9960,66
6639,8973,65,6639,8973,66
9117,9498,65,9117,9498,66
9518,1278,65,9518,1278,66
6663,8927,65,6663,8927,66
9167,8927,65,9167,8927,66
8068,8936,65,8068,8936,66
9167,9433,65,9167,9433,66
9150,9438,65,9150,9438,66
4004,5059,65,4004,5059,66
9150,9925,65,9150,9925,66
9167,9292,65,9167,9292,66
8068,8927,65,8068,8927,66
9178,9953,65,9178,9953,66
4004,9953,65,4004,9953,66
9152,2582,65,9152,2582,66
9646,1256,65,9646,1256,66
6606,8995,65,6606,8995,66
9646,8927,65,9646,8927,66
8273,8995,65,8273,8995,66
6606,1216,65,6606,1216,66
2186,9433,65,2186,9433,66
9152,1216,65,9152,1216,66
727,8927,65,727,8927,66
9269,3411,65,9269,3411,66
788,9960,65,788,9960,66
750,9433,65,750,9433,66
9167,9953,65,9167,9953,66
2616,9492,65,2616,9492,66
4004,9433,65,4004,9433,66
9117,9925,65,9117,9925,66
468,9292,65,468,9292,66
6663,9492,65,6663,9492,66
2186,5059,65,2186,5059,66
9150,9433,65,9150,9433,66
9117,8927,65,9117,8927,66
4004,1278,65,4004,1278,66
9150,2559,65,9150,2559,66
9150,120,65,9150,120,66
9650,1278,65,9650,1278,66
9117,9953,65,9117,9953,66
2045,9498,65,2045,9498,66
2045,8927,65,2045,8927,66
9167,1256,65,9167,1256,66
3983,9433,65,3983,9433,66
2616,3411,65,2616,3411,66
2616,1239,65,2616,1239,66
9152,6766,65,9152,6766,66
2616,8927,65,2616,8927,66
6606,120,65,6606,120,66
8068,9953,65,8068,9953,66
2179,9433,65,2179,9433,66
9167,5059,65,9167,5059,66
9099,9960,65,9099,9960,66
8068,9960,65,8068,9960,66
4031,1278,65,4031,1278,66
6663,9292,65,6663,9292,66
4004,9960,65,4004,9960,66
9150,8927,65,9150,8927,66
9650,8927,65,9650,8927,66
8874,5059,65,8874,5059,66
5441,1278,65,5441,1278,66
6663,1259,65,6663,1259,66
6606,9925,65,6606,9925,66
9518,5059,65,9518,5059,66
9167,43,65,9167,43,66
8890,1278,65,8890,1278,66
2186,8927,65,2186,8927,66
9150,9960,65,9150,9960,66
9099,1216,65,9099,1216,66
9150,9953,65,9150,9953,66
6639,9953,65,6639,9953,66
6606,1239,65,6606,1239,66
6606,8927,65,6606,8927,66
9152,120,65,9152,120,66
9150,9498,65,9150,9498,66
9167,9492,65,9167,9492,66
750,8936,65,750,8936,66
4031,2559,65,4031,2559,66
9178,5059,65,9178,5059,66
9269,1256,65,9269,1256,66
468,1278,65,468,1278,66
9150,1278,65,9150,1278,66
727,9492,65,727,9492,66
9152,8995,65,9152,8995,66
468,9498,65,468,9498,66
9152,8973,65,9152,8973,66
9167,9498,65,9167,9498,66
8874,8927,65,8874,8927,66
6334,9433,65,6334,9433,66
9150,8995,65,9150,8995,66
9512,8927,65,9512,8927,66
6639,120,65,6639,120,66
6639,9925,65,6639,9925,66
9152,9492,65,9152,9492,66
468,8927,65,468,8927,66
2616,1256,65,2616,1256,66
6606,1278,65,6606,1278,66
6334,5059,65,6334,5059,66
9152,480,65,9152,480,66
9518,8927,65,9518,8927,66
2186,9960,65,2186,9960,66
9152,7635,65,9152,7635,66
6639,8995,65,6639,8995,66
9152,8936,65,9152,8936,66
8775,8927,65,8775,8927,66
9152,8927,65,9152,8927,66
9117,5059,65,9117,5059,66
1892,8927,65,1892,8927,66
7699,1256,65,7699,1256,66
9152,9498,65,9152,9498,66
468,9953,65,468,9953,66
6663,1278,65,6663,1278,66
9167,3732,65,9167,3732,66
2045,9925,65,2045,9925,66
6606,5059,65,6606,5059,66
750,1278,65,750,1278,66
9117,1216,65,9117,1216,66
468,9492,65,468,9492,66
9152,2359,65,9152,2359,66
9518,9433,65,9518,9433,66
468,9433,65,468,9433,66
6639,8927,65,6639,8927,66
9152,8810,66,9152,8810,67
9099,1278,66,9099,1278,67
6663,8936,66,6663,8936,67
727,5059,66,727,5059,67
9152,3411,66,9152,3411,67
4004,8927,66,4004,8927,67
9650,9433,66,9650,9433,67
4004,9498,66,4004,9498,67
9650,1259,66,9650,1259,67
4031,8936,66,4031,8936,67
2186,1259,66,2186,1259,67
9152,5059,66,9152,5059,67
9152,9438,66,9152,9438,67
4031,9433,66,4031,9433,67
8068,9433,66,8068,9433,67
9117,8995,66,9117,8995,67
6334,8927,66,6334,8927,67
9152,1278,66,9152,1278,67
9167,5428,66,9167,5428,67
9650,9292,66,9650,9292,67
9150,1216,66,9150,1216,67
6663,7855,66,6663,7855,67
9152,1239,66,9152,1239,67
9099,9953,66,9099,9953,67
1892,9433,66,1892,9433,67
4031,8927,66,4031,8927,67
6639,1239,66,6639,1239,67
4004,1216,66,4004,1216,67
9117,1278,66,9117,1278,67
6606,8973,66,6606,8973,67
9117,9960,66,9117,9960,67
9512,1278,66,9512,1278,67
9167,1278,66,9167,1278,67
9150,5059,66,9150,5059,67
9167,1259,66,9167,1259,67
6606,9953,66,6606,9953,67
3983,1259,66,3983,1259,67
2186,8936,66,2186,8936,67
9152,9960,66,9152,9960,67
9099,9433,66,9099,9433,67
9099,5059,66,9099,5059,67
9178,8927,66,9178,8927,67
8068,1278,66,8068,1278,67
6639,5059,66,6639,5059,67
2186,1278,66,2186,1278,67
8874,9433,66,8874,9433,67
9152,9925,66,9152,9925,67
6663,5059,66,6663,5059,67
9099,8927,66,9099,8927,67
9152,9953,66,9152,9953,67
9152,9433,66,9152,9433,67
6663,9953,66,6663,9953,67
9646,7635,66,9646,7635,67
8775,9953,66,8775,9953,67
727,9433,66,727,9433,67
9152,9292,66,9152,9292,67
9512,9433,66,9512,9433,67
9152,6973,66,9152,6973,67
8775,9925,66,8775,9925,67
8890,9953,66,8890,9953,67
6606,9498,66,6606,9498,67
6663,9433,66,6663,9433,67
4031,1216,66,4031,1216,67
9650,43,66,9650,43,67
6663,2582,66,6663,2582,67
6663,9960,66,6663,9960,67
1892,1278,66,1892,1278,67
6639,1256,66,6639,1256,67
4031,9960,66,4031,9960,67
9152,9458,66,9152,9458,67
9512,8936,66,9512,8936,67
4031,9953,66,4031,9953,67
9167,2582,66,9167,2582,67
9152,1256,66,9152,1256,67
9167,1239,66,9167,1239,67
750,9960,66,750,9960,67
6639,8973,66,6639,8973,67
9117,9498,66,9117,9498,67
9518,1278,66,9518,1278,67
6663,8927,66,6663,8927,67
9167,8927,66,9167,8927,67
8068,8936,66,8068,8936,67
9167,9433,66,9167,9433,67
9150,9438,66,9150,9438,67
4004,5059,66,4004,5059,67
9150,9925,66,9150,9925,67
9167,9292,66,9167,9292,67
8068,8927,66,8068,8927,67
9178,9953,66,9178,9953,67
1312,1239,66,1312,1239,67
4004,9953,66,4004,9953,67
9152,2582,66,9152,2582,67
9646,1256,66,9646,1256,67
6606,8995,66,6606,8995,67
9646,8927,66,9646,8927,67
8273,8995,66,8273,8995,67
6606,1216,66,6606,1216,67
2186,9433,66,2186,9433,67
9152,1216,66,9152,1216,67
727,8927,66,727,8927,67
9269,3411,66,9269,3411,67
788,9960,66,788,9960,67
750,9433,66,750,9433,67
9167,9953,66,9167,9953,67
2616,9492,66,2616,9492,67
4004,9433,66,4004,9433,67
9117,9925,66,9117,9925,67
468,9292,66,468,9292,67
6663,9492,66,6663,9492,67
2186,5059,66,2186,5059,67
9150,9433,66,9150,9433,67
9117,8927,66,9117,8927,67
4004,1278,66,4004,1278,67
9150,2559,66,9150,2559,67
6639,8927,66,6639,8927,67
9150,120,66,9150,120,67
1312,8973,66,1312,8973,67
9650,1278,66,9650,1278,67
9117,9953,66,9117,9953,67
2045,9498,66,2045,9498,67
2045,8927,66,2045,8927,67
9167,1256,66,9167,1256,67
3983,9433,66,3983,9433,67
2616,3411,66,2616,3411,67
2616,1239,66,2616,1239,67
9152,6766,66,9152,6766,67
2616,8927,66,2616,8927,67
6606,120,66,6606,120,67
8068,9953,66,8068,9953,67
2179,9433,66,2179,9433,67
9167,5059,66,9167,5059,67
9099,9960,66,9099,9960,67
8068,9960,66,8068,9960,67
4031,1278,66,4031,1278,67
1312,8927,66,1312,8927,67
6663,9292,66,6663,9292,67
4004,9960,66,4004,9960,67
9150,8927,66,9150,8927,67
9650,8927,66,9650,8927,67
8874,5059,66,8874,5059,67
5441,1278,66,5441,1278,67
6663,1259,66,6663,1259,67
6606,9925,66,6606,9925,67
9518,5059,66,9518,5059,67
9167,43,66,9167,43,67
8890,1278,66,8890,1278,67
2186,8927,66,2186,8927,67
9150,9960,66,9150,9960,67
9099,1216,66,9099,1216,67
9150,9953,66,9150,9953,67
6639,9953,66,6639,9953,67
6606,1239,66,6606,1239,67
6606,8927,66,6606,8927,67
9152,120,66,9152,120,67
9150,9498,66,9150,9498,67
750,8936,66,750,8936,67
4031,2559,66,4031,2559,67
9178,5059,66,9178,5059,67
9269,1256,66,9269,1256,67
468,1278,66,468,1278,67
468,9433,66,468,9433,67
9150,1278,66,9150,1278,67
727,9492,66,727,9492,67
9152,8995,66,9152,8995,67
468,9498,66,468,9498,67
9152,8973,66,9152,8973,67
9167,9498,66,9167,9498,67
8874,8927,66,8874,8927,67
6334,9433,66,6334,9433,67
9150,8995,66,9150,8995,67
9512,8927,66,9512,8927,67
6639,120,66,6639,120,67
6639,9925,66,6639,9925,67
9152,9492,66,9152,9492,67
468,8927,66,468,8927,67
2616,1256,66,2616,1256,67
6606,1278,66,6606,1278,67
6334,5059,66,6334,5059,67
9152,480,66,9152,480,67
9518,8927,66,9518,8927,67
2186,9960,66,2186,9960,67
9152,7635,66,9152,7635,67
6639,8995,66,6639,8995,67
9152,8936,66,9152,8936,67
8775,8927,66,8775,8927,67
9152,8927,66,9152,8927,67
9117,5059,66,9117,5059,67
1892,8927,66,1892,8927,67
7699,1256,66,7699,1256,67
9152,9498,66,9152,9498,67
468,9953,66,468,9953,67
6663,1278,66,6663,1278,67
9167,3732,66,9167,3732,67
2045,9925,66,2045,9925,67
6606,5059,66,6606,5059,67
750,1278,66,750,1278,67
9117,1216,66,9117,1216,67
468,9492,66,468,9492,67
9152,2359,66,9152,2359,67
9518,9433,66,9518,9433,67
2179,8927,66,2179,8927,67
9167,9492,66,9167,9492,67
9152,8810,67,9152,8810,68
9099,1278,67,9099,1278,68
6663,8936,67,6663,8936,68
727,5059,67,727,5059,68
4004,8927,67,4004,8927,68
9152,3411,67,9152,3411,68
9650,9433,67,9650,9433,68
9650,1259,67,9650,1259,68
4031,8936,67,4031,8936,68
4004,9498,67,4004,9498,68
2186,1259,67,2186,1259,68
9152,5059,67,9152,5059,68
9152,9438,67,9152,9438,68
8173,9292,67,8173,9292,68
4031,9433,67,4031,9433,68
8068,9433,67,8068,9433,68
9117,8995,67,9117,8995,68
6334,8927,67,6334,8927,68
9152,1278,67,9152,1278,68
9167,5428,67,9167,5428,68
9650,9292,67,9650,9292,68
9150,1216,67,9150,1216,68
6663,7855,67,6663,7855,68
9152,1239,67,9152,1239,68
9099,9953,67,9099,9953,68
1892,9433,67,1892,9433,68
4031,8927,67,4031,8927,68
6639,1239,67,6639,1239,68
4004,1216,67,4004,1216,68
9117,1278,67,9117,1278,68
6606,8973,67,6606,8973,68
9117,9960,67,9117,9960,68
9512,1278,67,9512,1278,68
9167,1278,67,9167,1278,68
9150,5059,67,9150,5059,68
9167,1259,67,9167,1259,68
8173,9433,67,8173,9433,68
6606,9953,67,6606,9953,68
3983,1259,67,3983,1259,68
2186,8936,67,2186,8936,68
9152,9960,67,9152,9960,68
9099,9433,67,9099,9433,68
9099,5059,67,9099,5059,68
9178,8927,67,9178,8927,68
2179,8927,67,2179,8927,68
8068,1278,67,8068,1278,68
6639,5059,67,6639,5059,68
2186,1278,67,2186,1278,68
8874,9433,67,8874,9433,68
9152,9925,67,9152,9925,68
6663,5059,67,6663,5059,68
9099,8927,67,9099,8927,68
9152,9433,67,9152,9433,68
9152,9953,67,9152,9953,68
6663,9953,67,6663,9953,68
9646,7635,67,9646,7635,68
8775,9953,67,8775,9953,68
9152,9292,67,9152,9292,68
727,9433,67,727,9433,68
9512,9433,67,9512,9433,68
9152,6973,67,9152,6973,68
8775,9925,67,8775,9925,68
8890,9953,67,8890,9953,68
6606,9498,67,6606,9498,68
6663,9433,67,6663,9433,68
4031,1216,67,4031,1216,68
9650,43,67,9650,43,68
6663,2582,67,6663,2582,68
6663,9960,67,6663,9960,68
1892,1278,67,1892,1278,68
6639,1256,67,6639,1256,68
8173,9492,67,8173,9492,68
4031,9960,67,4031,9960,68
9152,9458,67,9152,9458,68
9512,8936,67,9512,8936,68
4031,9953,67,4031,9953,68
9167,2582,67,9167,2582,68
9152,1256,67,9152,1256,68
9167,1239,67,9167,1239,68
750,9960,67,750,9960,68
6639,8973,67,6639,8973,68
9117,9498,67,9117,9498,68
9518,1278,67,9518,1278,68
6663,8927,67,6663,8927,68
9167,8927,67,9167,8927,68
8068,8936,67,8068,8936,68
9167,9433,67,9167,9433,68
9150,9438,67,9150,9438,68
4004,5059,67,4004,5059,68
9150,9925,67,9150,9925,68
9167,9292,67,9167,9292,68
8068,8927,67,8068,8927,68
9178,9953,67,9178,9953,68
1312,1239,67,1312,1239,68
4004,9953,67,4004,9953,68
9152,2582,67,9152,2582,68
9646,1256,67,9646,1256,68
6606,8995,67,6606,8995,68
9646,8927,67,9646,8927,68
8273,8995,67,8273,8995,68
6606,1216,67,6606,1216,68
2186,9433,67,2186,9433,68
9152,1216,67,9152,1216,68
727,8927,67,727,8927,68
9269,3411,67,9269,3411,68
788,9960,67,788,9960,68
750,9433,67,750,9433,68
9167,9953,67,9167,9953,68
2616,9492,67,2616,9492,68
4004,9433,67,4004,9433,68
9117,9925,67,9117,9925,68
468,9292,67,468,9292,68
6663,9492,67,6663,9492,68
2186,5059,67,2186,5059,68
9150,9433,67,9150,9433,68
9117,8927,67,9117,8927,68
4004,1278,67,4004,1278,68
9150,2559,67,9150,2559,68
9150,120,67,9150,120,68
1312,8973,67,1312,8973,68
9650,1278,67,9650,1278,68
9117,9953,67,9117,9953,68
2045,9498,67,2045,9498,68
2045,8927,67,2045,8927,68
9167,1256,67,9167,1256,68
3983,9433,67,3983,9433,68
2616,3411,67,2616,3411,68
2616,1239,67,2616,1239,68
9152,6766,67,9152,6766,68
2616,8927,67,2616,8927,68
6606,120,67,6606,120,68
8068,9953,67,8068,9953,68
2179,9433,67,2179,9433,68
9167,5059,67,9167,5059,68
9099,9960,67,9099,9960,68
8068,9960,67,8068,9960,68
4031,1278,67,4031,1278,68
1312,8927,67,1312,8927,68
6663,9292,67,6663,9292,68
4004,9960,67,4004,9960,68
9150,8927,67,9150,8927,68
9650,8927,67,9650,8927,68
8874,5059,67,8874,5059,68
5441,1278,67,5441,1278,68
6663,1259,67,6663,1259,68
6606,9925,67,6606,9925,68
9518,5059,67,9518,5059,68
9167,43,67,9167,43,68
8890,1278,67,8890,1278,68
2186,8927,67,2186,8927,68
9150,9960,67,9150,9960,68
9099,1216,67,9099,1216,68
9150,9953,67,9150,9953,68
6639,9953,67,6639,9953,68
6606,1239,67,6606,1239,68
6606,8927,67,6606,8927,68
9152,120,67,9152,120,68
9150,9498,67,9150,9498,68
9167,9492,67,9167,9492,68
750,8936,67,750,8936,68
4031,2559,67,4031,2559,68
9178,5059,67,9178,5059,68
9269,1256,67,9269,1256,68
468,1278,67,468,1278,68
9150,1278,67,9150,1278,68
727,9492,67,727,9492,68
9152,8995,67,9152,8995,68
468,9498,67,468,9498,68
9152,8973,67,9152,8973,68
9167,9498,67,9167,9498,68
8874,8927,67,8874,8927,68
6334,9433,67,6334,9433,68
9150,8995,67,9150,8995,68
9512,8927,67,9512,8927,68
6639,120,67,6639,120,68
6639,9925,67,6639,9925,68
9152,9492,67,9152,9492,68
468,8927,67,468,8927,68
2616,1256,67,2616,1256,68
6606,1278,67,6606,1278,68
6334,5059,67,6334,5059,68
9152,480,67,9152,480,68
9518,8927,67,9518,8927,68
2186,9960,67,2186,9960,68
9152,7635,67,9152,7635,68
6639,8995,67,6639,8995,68
9152,8936,67,9152,8936,68
8775,8927,67,8775,8927,68
9152,8927,67,9152,8927,68
9117,5059,67,9117,5059,68
1892,8927,67,1892,8927,68
7699,1256,67,7699,1256,68
9152,9498,67,9152,9498,68
468,9953,67,468,9953,68
6663,1278,67,6663,1278,68
9167,3732,67,9167,3732,68
2045,9925,67,2045,9925,68
6606,5059,67,6606,5059,68
750,1278,67,750,1278,68
9117,1216,67,9117,1216,68
8173,8927,67,8173,8927,68
468,9492,67,468,9492,68
9152,2359,67,9152,2359,68
9518,9433,67,9518,9433,68
468,9433,67,468,9433,68
6639,8927,67,6639,8927,68
9152,8810,68,9152,8810,69
9099,1278,68,9099,1278,69
6663,8936,68,6663,8936,69
727,5059,68,727,5059,69
9152,3411,68,9152,3411,69
4004,8927,68,4004,8927,69
9650,9433,68,9650,9433,69
9650,1259,68,9650,1259,69
4004,9498,68,4004,9498,69
4031,8936,68,4031,8936,69
2186,1259,68,2186,1259,69
9152,5059,68,9152,5059,69
9152,9438,68,9152,9438,69
8173,9292,68,8173,9292,69
4031,9433,68,4031,9433,69
8068,9433,68,8068,9433,69
9117,8995,68,9117,8995,69
6334,8927,68,6334,8927,69
9152,1278,68,9152,1278,69
9167,5428,68,9167,5428,69
4098,7855,68,4098,7855,69
9650,9292,68,9650,9292,69
9150,1216,68,9150,1216,69
6663,7855,68,6663,7855,69
9152,1239,68,9152,1239,69
9099,9953,68,9099,9953,69
1892,9433,68,1892,9433,69
4098,9433,68,4098,9433,69
4031,8927,68,4031,8927,69
6639,1239,68,6639,1239,69
4004,1216,68,4004,1216,69
9117,1278,68,9117,1278,69
6606,8973,68,6606,8973,69
9117,9960,68,9117,9960,69
9512,1278,68,9512,1278,69
9167,1278,68,9167,1278,69
9150,5059,68,9150,5059,69
9167,1259,68,9167,1259,69
8173,9433,68,8173,9433,69
6606,9953,68,6606,9953,69
3983,1259,68,3983,1259,69
2186,8936,68,2186,8936,69
9152,9960,68,9152,9960,69
9099,9433,68,9099,9433,69
9099,5059,68,9099,5059,69
9178,8927,68,9178,8927,69
8068,1278,68,8068,1278,69
6639,5059,68,6639,5059,69
2186,1278,68,2186,1278,69
8874,9433,68,8874,9433,69
9152,9925,68,9152,9925,69
4098,8927,68,4098,8927,69
6663,5059,68,6663,5059,69
9099,8927,68,9099,8927,69
9152,9433,68,9152,9433,69
9152,9953,68,9152,9953,69
6663,9953,68,6663,9953,69
9646,7635,68,9646,7635,69
8775,9953,68,8775,9953,69
9152,9292,68,9152,9292,69
727,9433,68,727,9433,69
9512,9433,68,9512,9433,69
9152,6973,68,9152,6973,69
8775,9925,68,8775,9925,69
8890,9953,68,8890,9953,69
6606,9498,68,6606,9498,69
6663,9433,68,6663,9433,69
4031,1216,68,4031,1216,69
9650,43,68,9650,43,69
6663,2582,68,6663,2582,69
6663,9960,68,6663,9960,69
1892,1278,68,1892,1278,69
6639,1256,68,6639,1256,69
8173,9492,68,8173,9492,69
4031,9960,68,4031,9960,69
4098,1278,68,4098,1278,69
9152,9458,68,9152,9458,69
9512,8936,68,9512,8936,69
4031,9953,68,4031,9953,69
9167,2582,68,9167,2582,69
9152,1256,68,9152,1256,69
9167,1239,68,9167,1239,69
750,9960,68,750,9960,69
6639,8973,68,6639,8973,69
9117,9498,68,9117,9498,69
9518,1278,68,9518,1278,69
6663,8927,68,6663,8927,69
9167,8927,68,9167,8927,69
8068,8936,68,8068,8936,69
9167,9433,68,9167,9433,69
9150,9438,68,9150,9438,69
4004,5059,68,4004,5059,69
9150,9925,68,9150,9925,69
9167,9292,68,9167,9292,69
8068,8927,68,8068,8927,69
9178,9953,68,9178,9953,69
1312,1239,68,1312,1239,69
4004,9953,68,4004,9953,69
9152,2582,68,9152,2582,69
9646,1256,68,9646,1256,69
4098,9960,68,4098,9960,69
6606,8995,68,6606,8995,69
9646,8927,68,9646,8927,69
